Sentence,Labels,Flagged
"Indien het valt dat hij den vorigen dag eenen witvisch met de hengelroê heeft gevangen, schrapt hij dezen zelf, brandt eenig hout in het kacheltje, gaat zelf beneden de pan en wat zout halen en met een zalig genoegen op het wezen, staat hij bij den sissenden en kissenden visch en wentelt hem van tijd tot tijd met een stalen vorket om.",[],True
"Evenwel mag men met eenigen schijn van reden de hoop voeden, dat bij de ontwikkeling van het nationaal gevoel de godsdienstige quaesties allengs op den achtergrond zullen blijven, en het Servisch volk onder de Zuider-Slaven de plaats innemen, waarop het ontegensprekelijk recht heeft!",[],False
"Zachte weemoedige vreugd omvloeit heden uwe dankbare ziel, en de zielen van uw dierbaar kroost.",[],False
"Haar verleden, tegenwoordige toestand en hare toekomst, door dr. S. Sr. Coronel.",[],False
"Na eene naauwkeurige, voor de meeste lezers gewis zeer nuttige beschrijving, hoe het kind eigenlijk behoort te zitten, opdat zijn groei er niet door lijde, wijst S. te regt op de vrij algemeene fout, dat men kinderen laat arbeiden op stoelen en aan tafels, die voor de grootte van een volwassen mensch, niet van een kind, berekend zijn.",[],False
"Is dat niet, omdat de eerste blik dien wij in de wereld en op het leven werpen, voor dat wij deszelfs drempel overschreden hebben, juist en waar is, wat men hier ook tegen zeggen moge?",[],False
vierde.,[],False
In 1630 vervulde hij die van Rotterdam.,[],False
"Dese gheschiedenisse maeckten dat het Volck niet te grooten lust creegh meer op't landt te gaen, sonder wel ghewapent, en goet opsicht van voor hen te sien.",[],False
"In de 235ste hooren wij, hoe trigland oldenbarneveld's spreuk opvatte en wordt er eene plaats uit de onderwijzing van calvijn aangehaald, die hier evenwel enkel woordspeling is, daar zij niets bewijzen kan.",[],False
"Voorbeeld dat Zee-water Maer nu siende, dat hy d'overwinningh niet anders kon bekoomen, soo nam hy dit middel, als 't uyterste, ter hand.",[],False
Waterlelie (De) 329,"[[0, 10, 'plants']]",False
"Is het geene taak harer waardig, dat glad gekamd en wit gewasschen leeuwtje van zijne dwaze grillen te genezen, dien bullenbijter en dien basterdmops tot gehoorzame huisdieren te temmen?","[[67, 75, 'animals'], [117, 129, 'animals'], [138, 149, 'animals']]",False
"Toen de plechtigheid voorbij was, verklaarde hij zich uitermate getroost en betuigde, dat hij zich nu, na deze handeling, gelukkiger gevoelde dan hij zelfs had durven hopen.",[],False
"De vaten zyn met een waschagtige stoffe zoo opgevult, dat men deszelfs slangs-wyze loop toonen kan.",[],False
1862-63 in den Catalogus van 1837 vermeld.,[],False
"Het schijnt in den eersten opslag ontleend van de hard loopende dieren, gelijk de paarden en windhonden, die zich onder hetzelve op eene aanmerkelijke wijze weten uit te rekken, waarvan het ook afleidt de Hr. van Lelyveld, op Huydecopers Proeve, 2.","[[82, 89, 'animals'], [93, 103, 'animals']]",False
- De Lente lachte.,[],False
"Neemt versche Opium, ende Bollen van Look distileert hier uyt een water, ende geeft hier van in, soo veel als in een nootschelpe gaet.",[],False
"Gansch niet om in gezag d'Een d'ander te weêrstaan; Maar om tot meerder nut voor 't Vaderland te leven, En in verheven daân elkâar voorby te streven!",[],False
deelw.,[],False
"Immers, de advokaat verklaart zelf, op zekeren tijd een voorstander van 't oprigten ook dezer compagnie te zijn geweest, maar later te hebben bespeurd, dat de staten van Holland, toen hij eenige opening der zaak deed, noch ingenomen waren met hem, van wien de plannen uitgingen, noch met het ontwerp zelf.",[],False
"vercooperen hueren goeden ende nacomelingen cost, last oft schade, tvoirs.",[],False
"Toen ook hier de handelaars bezwaar maakten om hunne waren tegen Portugeesche in te ruilen, vond Da Gama het raadzaam eene overeenkomst te sluiten.",[],False
De wethouderschap van Enkhuizen was niet op de hand van Mook.,[],False
"In eenen tijd, waarin de volmaakbaarheid van den mensch zoo dikwijls betoogd wordt, zou deze vraag verkeerd kunnen begrepen worden en geheel overtollig schijnen, indien tegen die gunstige gedachte omtrent 's menschen werkzaamheid niet een zeker vermoeden, ik zeg niet, van onvolmaakbaarheid, maar van eene voortdurende onvolkomenheid overstond, dat zijn' grond vindt in de beperktheid der menschelijke vermogens, en uit de verschijnselen, die ons te gemoet komen, wel eenig voedsel ontvangt.",[],False
- Acte voor schepenen van den Werve en van Ymmerseele.,[],False
Zie Cat.,"[[4, 7, 'animals']]",False
"eeuw; - benvenuto cellini, in zijne werkplaats; - jacob van campen en de Waarzegster, naar de legende van Houbraken; - rembrandts voorspoedige reis, naar een gedicht van Immerzeel; - adriaan van ostade, naar de Natuur teekenende; - De jeugd van adriaan brouwer; - erasmus, in zijn studeervertrek; zijnde alle keurige kabinetstukken, die, bij bevoegde kunstkenners, onverdeelden lof, op verscheiden Tentoonstellingen, mogten verwerven.",[],False
"Neen, weg!",[],False
"De mij geheel onbekende Schrijfster zal mij dit niet ten kwade duiden, als zij de welmeenende, nederige persoonlijkheid is, die de voorrede in haar doet veronderstellen; en uit het hierbovenstaande is genoegzaam af te leiden, dat dit haar werk geen onvoorwaardelijke lofrede verdient.",[],False
Ik kan op dien hoek niet ramen.,[],False
"Ick acht veel meer, dat maechdelick vat, Dan Sampsons eer, oft Creseus schat, Sy mocht mijn vreucht vermeerden, Gheen liever lief op eerden.",[],False
Hier is voorzeker wel alles onveranderd gebleven.,[],False
"capittel, soo dan Christus geleden in sijn vleesch, en gy-lieden wapent u met dese geachtenisse.",[],False
"De zijde der Kaap naar de stad helt over en vormt een zonderlinge stoep, waarvan elke trede, een toevallige lijn der rots, een grillig in den steen gehouwen uitstek schijnt.",[],False
"Geef den keizer wat des keizers is, zeide Jezus met het oog op een' vreemden veroveraar.",[],False
"Ook in de toonkuust vindt men dit denkbeeld, in den zin van overeenstemming terug.",[],False
"- Welk een antwoord nu zal Lord bolingbroke geeven op deeze vraagen, hem niet alleen door woolaston, maar door 't geheele menschdom, gedaan?",[],False
"In het tijdschrift de Oogst en het Zaanlandsch Weekblad de Mercurius komen van hem onderscheidene stukken voor, die zich kenmerken door den gemeenzamen en luimigen schrijftrant dien hem eigen was; daartoe behoort vooral de Reis avontuurtjes van Knoerd (een letterkeer van Donker) in het eerste, en de bezoeken en gesprekken van Neef Andries in het tweede tijdschrift.",[],False
"המﬦ הןם, dat het denkbeeld van breken, verpletteren met zich voert.",[],False
"Doch waar men ook dit voortreffelijk gezangboek openslaat, overal ontmoet men die eenvoudige, krachtige, duidelijke, voor elk verstaanbare taal, welke onmiddellijk uit het hart spreekt.",[],False
"Maar de eerste is een dwaas, als hij in de noodzakelijke aaneenschakeling van oorzaken en gevolgen eene reden ziet om alle voorzorgsmaatregelen te verwaarlozen en als hij zich niet wil laten genezen.",[],False
"Wilt, etc. Een nieu Liedt voor den Heer verheven, Verheven, singen die Maeghden daer: En haer wort oock alleen gegeven, Te volgen altijdt dat Lammeken klaer.","[[142, 150, 'animals']]",False
"L.B., ‘een wenk en de particuliere ondernemers zijn geruïneerd, zóó groot is de invloed van het Europeesch bestuur’En dat hij waarheid heeft gesproken, bewijzen de verlaten tabaksondernemingen in 1864 reeds..",[],False
"Zang: Philidaatje, hoe langh is 't geleeden.",[],False
"- Na dergelijk gerijmel, dat zelfs niet altijd rijmt, geeft ewout haar de reden van zijn wegblijven op.",[],False
"Doe sprac hi ten abt geheer: ‘Dat u Mamet lonen moete, Salic den hertoghe nu ghemoeten?’ ‘Rechte waerheit in warer dync Sal ic u segghen, here conync’......",[],False
"'t Schijnt, dat deze chronische rustlievendheid der stad ook haren invloed heeft doen gelden op den persoon van den wakkeren veldwachter der gemeente, den ontzachwekkenden Van Pimperen, die thands, juist klokke elf uren in den voormiddag, de trappen van het Stadhuis beklimt.",[],False
"Stel eens, gij zijt wat traag en zit liever te praten dan te werken, wie komt u dan zoo handig als de drentelaar?",[],False
De Parochiekerck van de nieuwe zyde is gefondeert in 'tjaer 1408 oft (zo andere schrijven) 1414 in schoonheydt ende konste van wercke onder de voornaemste kercken van Europa met recht te tellen.,[],False
"de vader was verblijd, En heeft terstond gezijd, die vriend is waerd geprezen, Voor al zijn vroome daed, Zult gij zijn huijsvrouw wezen, Zoo God hem 't leven laet.",[],False
"Dit is volkomen waar, doch wat is kapitaal?",[],False
"Dieren, hoe binnen andere Dieren of Menschen voortgeteelt worden, of voortgebragt, is met geen zekerheyt te zeggen, ibid. p. 954.",[],True
"Willem III zocht inmiddels gelegenheid, Luxemburg aan te tasten in een oord, waar deze van de meerdere voortreffelijkheid zijner ruiterij geen voordeel zou kunnen trekken.",[],False
In 1809 maakte hij den veldtogt in Zeeland tegen de Engelschen mede.,[],False
"lief kind, gy ziet immers dat ik geen domkop ben, en hier zonder een vast oogmerk geene tael zon komen voeren, die u zoo vreemd niet moet voorkomen als gy alles wel overdenkt.",[],False
De bezigheden deezer Tovergodinnen blijken geheel van een speelenden aart te weezen.,[],False
"Eerder dan tot ziekelijkheid of overspannen sentimentaliteit, zou hij tot alledaagsheid vervallen zijn.",[],False
Na het begin van den nieuwen Gregoriaenschen Styl 241,[],False
"- Wat weg wilt gij volgen met hem, die uw man is?’ Zooveel menschen waren daar samen en plotseling heerschte daar eene stilte als des gebeds; zoo zeker begrepen allen het gelijktijdig, dat zulke keuze biddend moest worden gedaan.",[],False
De vier - waarom niet de zes of de acht?,[],False
Bergen verlooren.,[],False
Lisbeth Geenen: 1 paer seruetten ter weken.,[],False
De Overleden Vrek.,[],False
"“Als de generaal nu hier was,” fluisterde Corte, “zou hij teruggaan om volk, en het fregat aan boord klampen.",[],False
"- Dat de pligt der Vorsten niet minder bestondt in de Wetten te verdeedigen tegen hunne eigene Driften, dan tegen de Driften van anderen.",[],False
"Het leere den landzaat, die het aanschouwt, Thorbecke's onpersoonlijke staatsbegrippen in zich op te nemen, den eigen geest van kunst en wetenschap, die ons geschonken werd, gelijk ons staatkundig zelfbestaan autonomisch te ontwikkelen.",[],False
"Maar waaren de hooge waardigheden van den Prins erffelyk in zynen zoon; de jonge Stadhouder was niet min erfgenaam van zyn's vaders uitmuntende eigenschappen, die, gelyk aan het helder flikkerend zonnelicht, (dat zyne vriendelyke straalen alomme verspreid, en zich door eens ieders oog doet bewonderen,) aan geene myner Landsgenooten onbekent zyn; eigenschappen, die wy door de aller uitsteekendste lofspraak veeleer zouden benevelen dan verheerlykenDit gevoelde, dit ondervond ik reeds, wanneer ik in myne vroege jeucht de vermeetenheid had dees dierbaaren beschermer myn's vaderlands, eenige jaaren na zyn dood tot den Held van myne noch onbeschaafde dichtveder te verkiezen, in een werkje getytelt Willem de IV.",[],False
"Toen toch, en nog lang daarna, werd de Bijbel in de huisgezinnen der Nederlanders een kostbaar pronksieraad geacht, dat zelfs door den uiterlijken tooi blijken droeg, welke eenen prijs de bezitters stelden op den inhoud dier Heilige bladeren.",[],False
"De koning stondt toe dat sy ondergaan soude, maar met den ondergang van den gehelen staat.",[],False
slym van Vlookruid.,"[[9, 18, 'plants']]",False
183 volg.),[],False
der gel.,[],False
"De gaven van de ziel zyn hier geheel versmaad; Al wat beminlyk is durft elk hier stout veragten: Hier ziet men elk naar 't geen veragting vordert tragten: De deugd is hier het geld, en de eer is eigenbaat: In 't eind, 't is enkel geld, waarvan men hier hoort roemen; Al wie het heeft is braaf, en wie 't ontbeert is 't niet.",[],False
"Heb ik iemand misdaan, ik bid om Christus wille, vergeeft het mij.",[],False
"Het boek (dat, door eene ongepaste verzwijging, zich op den titel als oorspronkelijk wil voordoen) is eene dubbele overgieting.",[],False
"Ten Westen van Lipari zyn verscheide Rotzen, naar ruïnen gelykende.",[],False
"Ik neem derhalven de vryheid van ze U toe te zenden, en het zal my een byzonder vermaak zyn, zo Gy dit Stukje gelieft te plaatzen.",[],False
ende de spijse verbien.,[],False
"Alle zamenzweringen der Negers in de koloniën barsten het eerste uit op het platte land; hebben zij dit verwoest, alsdan trekken de opgestane slaven naar de steden, om hun werk te voltooijen of al vechtende te sterven.",[],False
"Belangrijk is ook het door dien S. behandelde arrest van den Hoogen Raad, in zake Winssen, van 29 Februari 1856, W.v.h.R., no. 1727..",[],False
"- Neen, vader klopt zoo hard niet - hernam het meisje, terwyl de slagen op de deur verdubbelden.",[],False
Waerom was zy bevreesd?,[],False
"Zij vonden overal den grootsten bijval, maar vorderden veel tijd van hem en eene dubbele mate van inspanning.",[],False
"Vast stondt te loeren, kromt het taaie walvischbeên.","[[39, 51, 'animals']]",False
"in verrem, act.",[],False
"Ik zie er wel eenigszins tegen op om met mijn tenortje voor den dag te komen, want hij is, om zoo te zeggen, nog magerder dan ik.",[],False
"Wrâld dêr omleech, haetsje my frij; Ik laeits, om dy.",[],False
"- Ook de partijen in de Tweede Kamer zullen, onder de schaduw van eenen waardigen voorzitter, elkaâr niet willen voorzitten, welligt nu en dan nazitten, nu en dan, als het pas geeft, verzitten, en, dat hopen wij nooit, geheel of gedeeltelijk, met de amendementen, of interpellatiën - er inzitten - en dus ook wel niet ligtelijk, tegenover de Regering, of de Eerste Kamer, of het volk, vastzitten - ook zullen de vergaderingen zoo lang niet duren, dat zij zich doorzitten.",[],False
"‘Ik ben altyd van gedagten geweest, dus schryft hy, dat men beter koop zich licht kan aanschaffen door middel van kleine dan van groote Kaarzen, voornaamlyk wanneer deeze meer dan drie vierde duim middellyn hebben.",[],False
"lxx.] ¶ Item in desen tijt eeneghe gheslachten binnen Amyens deden haren baliu veriaghen, ende si lieten des conincx volck daer binnen commen, ende die Coninck was doe tsinte Quintins.",[],False
"De waarheid hier van heeft Artemisia, gemalin van Mausolus, koning van Karien bewezen, die haar man boven den reik van 't menschlik geloove beminnende, zijn lichaam, toen hy gestorven was, tot asch en stofzand dee brengen, het welke zy met water vermengende in het lijf dronk.","[[27, 36, 'plants']]",False
"Roem van sijn goedigheyt, Die sonder onderscheydt Sich wijdt uyt-breydt, En schijnt in volle kracht Over 't menschelijck gheslacht, Midden in de droeve nacht.",[],False
De au in cassaude is ook daarmede in volmaakte overeenstemming.,[],False
"Maar 't is onnodig, want 't geen ik heb voor te draagen Is maar alleen..",[],False
"De uitgever van het Tijdschrift van het Tooneelverbond, de Heer J.L. Beijers te Utrecht, wordt voor deze soort van letterkunde van lieverlede eene specialiteit.",[],False
"Ik ben hem liefde, ik ben hem dankbaarheid schuldig; hij heeft mij bevoorrecht met zijn volle vertrouwen, hij is mij geworden als een vriend; zijne ziele is mij dierbaar; hoe zou ik tegen hem of het zijne hebben konnen misdoen?’ ‘Wat tergt gij mij uit met die betuigingen!’ viel de Piémontees in, met den voet stampende, ‘meent gij, dat ik niet weet wàt gij voor Leycester zijt geweest?’",[],False
Trijn.,[],False
Gy komt van pas.,[],False
"Don Frederik meende dat men thans voor de eer der spaansche wapenen genoeg had gedaan; het verdroot hem, zijn krijgsvolk hulpeloos te zien omkomen, en hij achtte den prijs te onbeduidend in vergelijking met de offers, die hij kosten zou.",[],False
"De kinderen Gods dan en de kerk, en in het bysonder de eersteDe kerk en kinderen Gods vergeleken by een Roos en Lelie.","[[104, 108, 'plants'], [112, 117, 'plants']]",False
"Het diamant van Juffers oogen schynt leibaar voor lessen, en het geheele gestel tot indrukzels geschaapen.",[],False
"Joanna van Halewijn, vrouwe van Hemsrode huwt Hendrik van Borsselen, ridder in 1425, Heer van Vere en Sandenburg, graaf van Grandpré, gouverneur van Zierikzee, ridder van het Gulden Vlies, luitenant-generaal van den koning van Frankrijk, sterft 17 Februari 1470.",[],False
Een schaduw maan verborg Saufeas geile danssen; Zoo wierden d'Orgiën by onty s'nagts beleid.,[],False
"Morgen zal ik daar eens heen gaan en het zo zien te schikken dat zij aan dien wensch voldoe; ik zal haar spreeken over het vermaak dat men in dit schoone jaargetij buiten heeft; ik zal haar voor oogen stellen, hoe aangenaam wij den tijd bij haare lieve Tante zullen doorbrengen; ik zal over Juffrouw betje spreeken, en haar herinneren, hoe veel vrolijke dagen zij met haar Nicht heeft doorgebragt: kort gezegd, ik zal haar van haare zwakke zijde aanvallen - in mijn post scriptum zal ik u den uitslag melden - ik blijve intusschen met de grootste achting, uwe vriendin en dienares m. huisman, nu de groot.",[],False
"Teregt draagt de Redactie in hare Voorrede daar roem op; maar teregt ook meent zij, dat deze hare taak nu is afgeweven.",[],False
"In het opzeggen van een Dichtstuk wijkt de gestrengheid der maat, dikwijls, voor den eigenaardigen bouw der woorden, en voor eene andere evenredigheid, welke de zinverdeeling en de bedoeling der zegging vorderen.",[],False
L. 4 Lang na hem hadden de Grieken en de Asianen noch het zelfde gebruik.,[],False
"Stephanus (De H.), koning van Hongarije 385",[],False
