Sentence,Labels,Flagged
en moeten die geduurig nacht en dag bezig zyn om uyt te voeren 't geen Godt in haar geschapen heeft?,[],False
"Diesvolgens vergaerderde hy alle die het met Belgis nog hielden, en bevond zyne magt te bestaen in 480,000 mannen, tusschen de 20 en 50 jaeren oud, en bekwaem tot den oorlog.",[],False
"Het ned'rig Bethlehem heeft naauwelyks gehoord De maar' van Jezus heilgeboort, Of smelt en smoort in rouw, in traanen, en in zuchten; Terwyl de Dwingeland, gewekt door de Oosterlingen, En Wyzen van de Joodse Wet, Tot veiliging zyns troons, voor scherpgesleepen' klingen De teêre jeugd verwoed ten doele zet.",[],False
"Ik was al vast met groote blijdschap vervuld, dat Punt maar weder op het Tooneel zou verschijnen, en ik stelde zeker, dat hij een heerlijk model voor mij zoude verstrekken, om mij verder te formeeren: en, wanneer het achter het Tooneel bekend wierdt, en ik mijn genoegen deswegen aan mijne Confraters mededeelde, zeide Brinkman tot mij: gij schijnt, met de wederkomst van uwen ouden baas alhier, zeer in uw schik te zijn; maar wacht, gij zult 'er het meest bij lijden, want hij zal u, die thans in uw opkomst zijt, eene onoverkoomelijke hinderpaal zijn, en dus verheugd gij u om eenen strop, die u om den keel zal geworpen worden.",[],False
"I, wordt niet aan Jezus gerigt, omdat hij toen nog geene bewijzen gegeven had van zijne verhooging en werkzame heerschappij.",[],False
"ster, ick wil u daer in te ghe-je vous veux complaire en valle zijn: maer hebdy oockcela: mais avez vous witte vossen?","[[111, 117, 'animals']]",False
Wy moeten hem ten eerste die levenswyze doen afbreken; gy zult hem des zondags ten mynent zenden en ik zal trachten dat hy eene andere plooi neme.,[],False
"Welk een dank zal 'k U bewyzen, Dat Gy van des duivels trots, En uit 's waerelds listig net, Hebt myn lyf en Ziel gered?",[],False
(Wordt vervolgd.) Antwerpen in brand.,[],False
Ons geslacht heeft iets vergnügungspassives.,[],False
"Eene waardige opvoedster en onderwijzeres te zijn, eischt veel talent en veel beschaving.",[],False
"Ik had her geluk van nog voor de maaltyd te komen, na de welke wy (studentikoos) de glasen lustig lieten omgaan, daar ons de beide Edellieden met een goed exempel in voor gingen, zoo dat Belindor, die geen liefhebber van het bekeren was, en den drank ook niet wel verdragen kost, wel haast de hoogte kreeg, en gestadig weggaan wilde, het welk d'Edellieden niet eerder wilden toelaten, voor dat de klok ons versekerde, dat het middernagt was.",[],False
Veel vlees zop.,[],False
"Na de dichtwerken van bilderdijk meer in het bijzonder te hebben doorgeloopen, wilde ik nu nog eenige meer algemeene beschouwingen omtrent dezelve ter neder stellen.",[],False
"Maar gij luistert niet, moedertje, op die wijze zoudt gij niet goed overbrengen wat toch hoog noodig is, dat mijne nicht weet... denise (opgeruimd.) Wel zeg het haar dan zelve, want daar komt zij aan... raymond (verrast en als in verwarring).",[],False
Hiermede schijnt ook het door hem gewilde afnemen zijner improvisatiën in verband te moeten worden gebracht.,[],False
"Dan, bij de Lutherschen zoo wel als de Hervormden, hebben veele Duitschers, die eertijds allen in de Slobode, welke naar hen heet, bij elkaâr woonden, zich sedert meer door de Stad verspreid, en vinden zich zoo ver van hunne Kerken af, dat er vrij wat meer ijver, dan die tegenwoordig onder hen heerscht, zou noodig zijn, om zich, te voet althans, op iederen Zondag daar heen te begeeven.",[],False
"De hoofden van Plautius, ende Sylla worden voor Nero ghebracht.",[],False
Haar daden Vergingen niet met haar!,[],False
het beviel den Dichter te Brunswijk niet.,[],False
"cap. 39 af, tot aen het eynde van Genesis.",[],False
"oft hy hem niet en schaemde, en dattet teghen den plicht der wijsheydt was?",[],False
"schoone trekken Staan in uw' blanke ziel gedrukt, Die u tot ed'le daaden wekken Door welke 't menschdom word verrukt; Voor 's Hoogsten's voet-schabél gebogen, Slaat gy vol eerbied biddende oogen Op 't Godlyk schoon in 't grootsch heeläl, Gy roemt Gods magt in starren-kringen, In schepz'len, die u hier omringen, Met Seraphynen lofgeschal.",[],False
"Hij had eene groote wond, ter lengte van nagenoeg een pink, in het achterhoofd, niet ver boven den nek; de rots droop van bloed; zijne witte kiel, zijne das, zijn haar, alles was één bloedplas.",[],False
Met zulk een pen kan de kritiek geen nut stichten.,[],False
"Van dese wysheid en schranderheid der mieren worden wonderlykePlutarchus en AElianus verhalen van Cleanthes; dat hy, te voren hebbende geloochend dat de dieren vernuft hebben, door dit voorval tot het tegendeel is overgeslagen.","[[38, 44, 'animals'], [153, 159, 'animals']]",False
"de vrou is niet te spreken, Maer ging haer inde stal of inden hof versteken; Haer man bracht wat hy mocht tot onschult aenden dagh, Maer des al niettemin het bleef een domme slagh.",[],False
"Aldus uitgerust staken de schepen in 1596 in zee en begonnen den tocht, die voor Willem Barendsz zoo noodlottig zou afloopen.",[],False
’ Verbaasd keek het meisje hem aan.,[],False
"Als gy uw vrouwen verstoot, zo zegt aan hen hoe lang zy moeten wachten eer zy weêrhuwen.",[],False
"Het was nu zaak, om een laag punt aan het meer van Nicaragua te vinden.",[],False
waar gaat zij?,[],False
"Hy vondt zich zonder kracht, om aan het kabblend' Y Met hagel, steen en ys op 't allerstrengst te woeden.",[],False
"Hij heeft een stel van 60 (Nagler vermelt er 56) Italiaansche landschappen geëtst, zoo naar eigen compositiën als naar die van Paulus Bril.",[],False
"Met groote koelbloedigheid had hij berekend dat zijn schulden bij zijn meerderjarigheid reeds 9 à 10,000 pond zouden bedragen.",[],False
Dat de Opperbouwheer u wil Wijsheid geeven; U cier' met Sterkte en u steeds blijv' na bij!,[],False
In de tenten der infanterie is meestal een kapstok voor het ophangen van het ledergoed en eene geweerschijf tot het plaatsen der geweren aan den staander; in die voor kavallerie somtijds voor het zadeltuig.,[],False
"Toen zy zich in deze staat zo lang gehouden hadden, dat zy by alle de werrelt zeer bekent waren, quam eens by hen een jonge vrou, de schoonsten die men ergens zou konnen vinden, die zeker verschil met haar gemaal had.",[],False
"‘Het schoonste dan nog,’ fluisterde het ventje, zijn gerimpeld kopje vooruitstekend, 't schoonste van al, hij wilde mij die rijmpjes, die prullen doen bestellen aan juffrouw Emerence!",[],False
Tweede berigt.,[],False
"Hij achtte de poëzij te zeer beperkt, wanneer een tijdvak, door haar gekozen, vol is van elkander gelijkende gebeurtenissen.",[],False
"Ten derden, om dat den belover bedwonghen kan worden.",[],False
Geen wonder dus dat hij zoo toegevend en goedhartig voor mij zich toonde.,[],False
Dat viel hem niet mee!” had Mevrouw Bridon niet kunnen weerhouden.,[],False
"Deze Evangelist zegt ons, met zoo vele woorden, dat joannes hen afgezonden heeft na het ontvangen van het berigt der opwekking van den jongeling te Naïn, en van den wenschelijken indruk, dien dit had gemaakt op het volk.",[],False
"Notulen der Vergaderingen van den Raad van Indië, 2 Augustus 1804 - 30 October 1804.",[],False
een uur lang exerceren Kan wel een week de geestdrift weren.,[],False
"John pym liet zich aandienen door josuah, en trad onmiddellijk daarna binnen.",[],False
"Wanneer woorden tot de uitdrukking van eene gansche rij van denkbeelden zamen gevoegd worden, kunnen zij niet altoos, zoo als zij zijn, onverschillig hoe; naast elkander staan, maar moeten dikwerf, door buiging en vervoeging, zekere veranderingen aannemen.",[],False
"Hitland, doe onse Kock, de Water-Emmer in de Zee geworpen hebbende, deselve weer ophaelde; en daer in een deser Draeck-Visschen vond; nevens eenige andere seer kleyne Vischkens, hebbende de gedaente van Haringen; doch niet grooter als 't kleynste Lid aen eens Menschen vinger.","[[112, 127, 'animals'], [167, 176, 'animals'], [203, 211, 'animals']]",False
"Zelfs vaucanson, de zoo beroemde Mechanicus, had een groot verlangen om deeze Automaaten te zien, en - stond verbaasd.",[],False
"’ Maar ze antwoordde niet, lei de anderhalve cent op de toonbank en voordat ik het wist, was zij de deur al uit.",[],False
mijn leven werd genomen; Oy me!,[],False
’ - ‘Maar geloofje dan aan haar schuld?’ vroeg Maurits.,[],False
"’ ‘Maar het is toch in de wereld, moeder?",[],False
Dat God geeft ons 's harten wensch: Maar dat doet hy uit genade.,[],False
… Is deze bedenking van allen grond ontbloot?,[],False
De Slaaven.,[],False
"Toen het donker werd, lagen zij nog ver buiten; maar met dezen wind en zooals die nu toeneemt, moeten zij noodzakelijk spoedig op het rif geraken en met man en muis vergaan.","[[160, 164, 'animals']]",False
"Verbazend was de gemakkelijkheid, waarmede zij hiertoe overging; verrassend de aangename indruk, dien deze overgang, welke geen ledig overliet, aan het gevoel gaf.",[],False
"Ja, schonk my 't leeven pas, en streek den snooden buit.",[],False
"Door A.B. Strabbe, Lid en Secretaris van het Genootschap: een onvermoeide arbeid komt alles te boven, enz. Te Amsterdam by J.B. Elwe.",[],False
"- antwoordde hij, verontrust door den klank der stem, die hij huiverde te herkennen - Z.M. heeft Vader cyrillo, den Kapellaan, en Don jaïme de sanusa, mijn Luitenant, benoemd, om, met mij, de verklaring des gevangenen te hooren.",[],False
"Derhalven voorsagh ick my selven en den jongen Olitzsch van genoeghsaeme noodwendigheden en Victualien tot sulck een lange, niet min swaere, en gevaerlijcke Reys.",[],False
"ras, middeleeuw.",[],False
"Nu eens bood ze haar zuster een weinig soep aan, dan weer een teug melk ‘zóó uut de koe.","[[84, 87, 'animals']]",False
"waar toe anders dan om het zyn party af te winnen in het ombrengen en slagten van menschen; - in Landen te verwoesten, en 's werelds jammeren te vermenigvuldigen?",[],False
Welk een zonderling gevoelen zy van Confutius geboorte hebben.,[],False
"'t Is wenschelijk, dat de zaak geheel worde opgehelderd, dat men tot helder inzicht kome van de slepende kwaal, waardoor het parlementaire leven schijnt aangetast.",[],False
Het is zeker moeielijk zich te behelpen als men aan weelde gewoon is geweest.,[],False
Over ui.,[],False
"Men stelle tegenover deze voorwaarden, onder welke alleen een klassiek schrijver, in proza vooral, mogelijk is, de omstandigheden, in welke de beste Duitsche dezer [achttiende] eeuw hebben gewerkt, en ieder, die helder ziet en billijk oordeelt, zal datgene wat hun gelukt is, met eerbied bewonderen, en dat wat hun mislukte, meêwarig beklagen.",[],False
En levend daal' de hoofdman dààrin af.,[],False
"Wij zijn dat grootendeels ziellooze tijdperk den meesten dank verschuldigd voor beschaving der versificatie; minder voor gewrochten, waar de ware geest der Dichtkunst in ademt.",[],False
"Ag werd aj en door umlaut ei: Maget, majd, meid, lage, lei, hagening, heining, tagl (Got.",[],False
’ De Huis-uitlegger des N.T. door Ph. Doddridge.,[],False
"Zijn slechts enkelen daartoe opgeruid, dan hebben zij of de opstokers zich aan muiterij schuldig gemaakt.",[],False
"Zoo het water met eenig geweld te voorschijn komt en zich iets boven de oppervlakte verheft noemt men het watersprong; wordt het met groote kracht voortgedreven en bereikt de waterstraal eene aanzienlijke hoogte, dan is het eene springbron.",[],False
’ - De reiziger lachte hartelijk.,[],False
Doch hier eerst wordt dit dubbel vaderschap èn een werkelijkheid èn volkomen verklaarbaar.,[],False
"Deze belangryke bundel, waerin de muzykstippen voor elk lied bewaerd zyn gebleven, is thans uitgegeven door de Vlaemsche Bibliophilen, en staet hier onder in de lyst der gedrukte verzamelingen beschreven.",[],False
"’ ‘Zou 't daarvan komen, dat ik gisteren geen brief van huis vond liggen,’ sprak Barend halfluid, alsof hij die vraag tot zichzelven richtte.",[],False
"’ - ‘Myn leden nog zwak door het lyden der baring,’ dit kan niet doorgaan; het is te ultranatuurlyk!",[],False
"Om ene goede Meloen te kiezen, moet men toezien, dat zy noch te geil, noch te groen zy, maar wel gevoed, hebbende een dikken en korten steel, en komende van ene sterke, welige Plant, niet te schielyk door ene al te grote hette uitgebroeid, zwaar in de hand, vast en niet week, als men daar op drukt, droog en roodachtig van binnen zy.","[[13, 19, 'plants'], [176, 181, 'plants']]",False
"Hij prevelde iets, dat meer op een vloek dan op eene betuiging van sympathie geleek, maar de oude roué lette hier schijnbaar niet op en vervolgde: ‘Zoodat ik maar zeggen wil, dat ik wel begrijp waarom gij veel geld noodig hebt en dat moet gij weten te vinden als je 't noodig hebt.",[],False
"Wie heeft het hem gezegd, vroeg hy met eene doffe stem?",[],False
"Dulce bellum in expertis.'T helpt geen verbidden, daarom best men swijgh' Joncker ('t helpt doch niet) wil naa den Krijgh.",[],False
"‘Ach cecilia spot, niet met mijn lijden!",[],False
"Ik herhaal dat het zeer jammer is, dat de reiziger ons omtrent deze vereering niet al de bijzonderheden mededeelt, die hij moet weten om zoo iets te kunnen verzekeren.",[],False
"- Doch het was (als de Heer tydeman zeer wel heeft aangemerkt Deze waren de punten, waarover men door tusschenspraak der twee zoogenoemde scheidsmannen over een kwam, en deze werden uitgevoerd in het jaar 1354.",[],False
"[Antoine le Page] PAGE (Antoine le) verliet Dieppe, waar hij predikant was, na de herroeping van het edict van Nantes (1685), werd in 1695 te Rotterdam predikant bij de Waalsche gemeente, en overleed 19 Nov. 1701.",[],False
"dit hallel, of Feestgezang, ook een Prophetisch uitzicht gehad hebbe, op sommige aenmerkelijke tijden en gewichtige gebeurtesnissen van de Kerk des N.T., welke afgebeeld zijn door de Feesten van Israël?",[],False
"- Ja: wij willen daaraan, ten aanzien der genen, die gemeenzaamst met hem geweest waren, - wij willen daaraan, vooral ten aanzien zijner Apostelen, uit hoofde hunner braafheid en de kracht hunner overtuiging, geenszins twijfelen.",[],False
"Spreyt t'eenemael Vw wiecken vael, En licht u start.",[],False
"[Onderplaat] ONDERPLAAT, z.n., vr., der, of van de onderplaat; meerv.",[],False
"Den dwaesen insgelycks, en hout sich niet te vooren, Waerom dat Christus soo syn Zyde liet doorbooren: Noch hy en peyst oock niet, dat Jesus hier med' toont De rust-plaets van een Ziel, die daer seer lustig woont.",[],False
"Een dikke mantel was hem om de benedenhelft van het lichaam geslagen, zijne handen trilden en niettegenstaande de heete julizon scheen hij te lijden van koude.",[],False
"Ja, haar moed en klaarblijkelijke aanleg voor het vak ging zoo ver, dat de professoren haar bij het verrichten van operaties wegens hare al te groote stoutheid en doortastendheid liefst niet toelieten.",[],False
In Nederland echter maakt men enquêtes over den toestand van de vloot en laat het daarbij blijven.,[],False
"Hier zou het derhalve onvoorzigtig zijn diep te spitten; integendeel moet men trachten dezen vruchtbaren grond, zoo veel mogelijk, boven te houden De hoeveelheid gronds, die door ieder' man dagelijks moet worden omgespit, behoort bepaald te zijn.",[],False
"Zij hadden bijv. opgemerkt, dat een zelfde ornament, wit of van een helderen toon op een zwarten grond, of zwart op een helderen grond, schijnbaar van afmeting veranderde.",[],False
"Te DendhéraKachef aan, die zich zonderling met de Krokodillen-jacht vermaakte; hy had, zo voor als na, zeven gedood, welke ik gezien heb op het plat van zyn huis geplaatst, zodat men ze op eenigen afstand voor zo veele stukken geschut zoude genomen hebben.","[[50, 61, 'animals']]",False
"Hij had niet veel lust om voor zijn neef een volledig toilet te maken, te minder omdat hij hiertoe aanmerkelijk meer tijd behoefde dan het geduld van den ander, naar zijn berekening, duren zou.",[],False
"Ook zoude niet iedereen zijnen bijzonderen smaak door den een of den ander' van die schrijvers bevredigd vinden, en eene oordeelkundige bloemlezing uit de breede rij van werken in dit vak kan eene zeer aangename en tevens nuttige strekking heb-ben.",[],False
"In 1757 trad hij met den rang van Kapitein der genie in Pruissische dienst, en onderscheidde zich een jaar daarna in het eerste beleg van Schweidnitz.",[],False
"En, wie zich daartoe leent, zal zich aangenaam verrast vinden door eene vrij uitvoerige bijlage van Aanteekeningen, welke door den arbeidzamen Grijsaard, deels ter bewaring van eigene vroegere Dichtstukjes, deels tot vereering van bovengenoemde Geleerden, inzonderheid bestemd werden; terwijl dezelve tevens ter nadere toelichting dienen van zijne Dankrede.",[],False
"’ ‘Hij is inderdaad een regt aangenaam en beminnelijk jong mensch,’ zeide Mevrouw van wolvega.",[],False
In den vierdaagschen zeestrijd toonden de Nederlanders van hunne vurigen heldenmoed niet verbasterd te zijn.,[],False
‘Het stelsel’ bragt kerkelijk toezigt op de openbare lagere school en afzonderlijke scholen voor Israëliten mede; de laatsten bestaan immers sedert 1817.,[],False
"Wat zulks veronderstellen deed, was de nog volgens hen barbaarsche behandeling der ramen welke ons van de XIIde eeuw zijn overgebleven.",[],False
"Het vijfde ende leste deel is gheweest den grooten val Sauls, den loon van zijne onghehoorsaemheydt, straffe van sijnder ghiericheydt, eynde van sijne nijdicheydt, wraecke van sijnen toren, verwerpinghe zijnder heerlijckheydt, ende ten lesten de groote verderuinghe door sijnder eerghiericheydt.",[],False
"Doch wie geen goet hier doet voorwaer, En leeft in sonden immerdaer, Die is verlooren t’waer, Of hy oock allen geloven hedt, En groote wonder reycken dedt.",[],False
Zommigen waagden het aan boord te gaan; doch niet eer eenigen van het Scheepsvolk in hunne Vaartuigen waren overgestapt.,[],False
"Doch zien wij, alvorens verder te gaan, wat hij inmiddels reeds ter bevordering van kunsten en wetenschappen had gedaan.",[],False
"Over deeze tafel hangt men een wolle deeken, die tot op en over den grond sleept, overdekt met een even lange, katoene, gestikte bed-deeken.",[],False
"Verbeeldt u, Lezers!",[],False
"Eene en andere proeve van den inhoud zij genoegzaam, om ons ongunstig oordeel te staven.",[],False
De Sonn' aan 't klimmen.,[],False
De uitgaaf wordt geschat op millioen.,[],False
"Daer zijn weest niet verwondert, Ghestoruen van dese plaghen fel, Veerthien duyst en seuen hondert In eenen corten tijdt seer snel, Sonder die met Korach storuen [Die] en zijnder niet me ghetelt: [Wa]t hebben sy verworven, [M]et jammer zijnse verdoruen, [We]e die hem teghen den Heere stelt.",[],False
"16 Schapen, 32 Speen-verckens, 30 wilde Swijntjes.","[[3, 10, 'animals'], [15, 29, 'animals'], [34, 49, 'animals']]",False
Het is echter niet genoeg zulks te willen.,[],False
"Maar wellicht, zoo vraagt hij zich af, vreest men van mij, dat ik den regeeringsvorm in mijn land wil omverwerpen; en misschien houdt men mijn raad, als van een gevaarlijk persoon, voor verdacht en onaannemelijk.",[],False
"Waerom zijt ghy van ons soo wijdt.23 Helpt, Heere, de Heyligen dijn.",[],False
"Dat hij de redenen, die tot deze miskenning leidden, voorbijziet, is hem niet kwalijk te nemen.",[],False
"Het is, niet in materiëelen, maar in intellectuëelen zin, een kostbaar geschenk aan de Nederlandsche taal, een bewonderenswaardig werk; maar natuurlijk, niet boven het menschelijke verheven.",[],False
"Dit wil den bontgenoot den moet intop verheffen, Den Amsterdammer als een donderkogel treffen, Te rugge leeren zien, en toonen, dat een god Zijn vryheit hanthaaft, en de Spaensche hoogmoet knot.",[],False
"Deeze ontstaan, zyns oordeels, uit het Verheevene, het Schoone en het Nieuwe.",[],False
"Als een bewijs daarvan moge gelden, dat hij met de hoofdleiding van het voornoemde orkest werd gelast.",[],False
"Aanvankelijk had ik moeite om een schip te vin-den als het uit de kim oprees, zelfs wanneer iedereen het zag, kon ik het nog niet zien.",[],False
"‘Gij geboodt mij u als paadje te dienen, als zangeres te verlustigen.",[],False
"Maar ook de vroegere zullen u op de hoogte brengen van mijn karakter en mijn streven, want in het beproeven ligt vaak de kiem der toekomst.",[],False
Sijn oogen die in 't oog van sijn beminde blonkken Die staan verduysterd in sijn voorhoofd neergezonkken.,[],False
"Gods- en Godsdienstleer, 2 dln.",[],False
"L. Derickx, Oevers der Schelde te Hemixem en een gezicht uit den Antwerpschen dierentuin, het Park der yakken, de fraaie schilderij waarvan de afbeelding in onzen loopenden jaargang op blz. 123 gegeven werd.",[],False
Ziet de 70.,[],False
"imperiaal, gebiedelijk, heerschelijk, heerschappelijk.",[],False
Maer denk nou es wat ze dao nutrigtten?,[],False
"Zoo niet hieraan, dan waarschijnlijk aan de omstandigheid, dat hij als lid van de tweede Kamer der Staten Generaal herhaaldelijk over den staat van het hooger onderwijs had geklaagddigde stelsel zoude in nadere overweging verdienen te worden genomen.",[],False
"Si hebben oock boecken met grooten knoopen, Die si overlezen met eenen vossesteert.",[],False
"Intusschen had zij wat deze vorderingen betrof de denkwijs des volks even sterk voor zich, als zij die ten aanzien der andere punten algemeen tegen zich had, en het is niet te ontkennen dat de regering, door het behoud van dien raad en het bedrag van dat inkomen ten uiterste te verdedigen, hare opregte gezindheid om de lasten des volks zooveel mogelijk te verligten bij velen zeer twijfelachtig heeft gemaakt.",[],False
Zij maaken een gering tegenwigt en worden slechts door weinigen gelezen.,[],False
"Het zoogenaamde ‘Multum’, 'twelk sommige bierbrouwers gebruiken onder den naam van ‘zwart extract’ of ‘hard multum’, is echter niets anders dan het eigenlijk extract der zoo vergiftige kokkelkorrels, en ofschoon de paradijskorrels (Amomum grana Paradisi) niet zoo vergiftig schijnen te zijn als men wel veronderstelt, is het den Engelschen brouwers toch streng verboden ze te gebruiken, omdat men daarmee toch in ieder geval eene kunstmatige scherpte aan 't bier geeft.",[],False
Wat wil dat kindelijn?,[],False
"Van zoo veel belang is het ook hier, den middelweg te bewandelen.",[],False
’ Doch komen wij tot het onderwerp zelve.,[],False
"Daer binnen waren, ic segge u dat, Der afgode bisscoppe .",[],False
In den tusschentyd hadden de belgische legers van beider kanten de rangen der vreemdelingen doorboord.,[],False
"Eenige gryze lokken schoten uit de verscheurde muts, welke haren byna kalen schedel dekte.",[],False
"gedoopt, beleggen.",[],False
"Niet minder waren zy beroemd wegens hunne uitmuntende Bedryven, in den tyd van honderd zes en twintig jaaren, ten nutte onzer Natie uitgevoerd, schoon zy ru, door hunne onderlinge Verdeeldheden, de Heerschappy verlooren hebben, en de Oppermagt overgegaan is tot Herodes, den Zoon van Antipater, onedel by geboorde, en wiens Ouders de Onderdaanen van Koningen waren.",[],False
"Als dit zag de leeuw verheven, Heeft hy den lintworm toen terstond gebragt om 't leven.","[[15, 20, 'animals'], [44, 52, 'animals']]",False
"Nu leeft ge vry en bly, ontlast van alle zorgen.",[],False
"Behalve de wezenlijke of de plaatsvervangende bestanddeelen vindt men in het graniet ook nog toevallige inmengselen, zoo als grenaat, toermalijn, andalusiet, beryl, potlood enz. Niet zelden loopen er ertsaders en gangen door het graniet heen, die zilverertsen, tinertsen, koperertsen en andere ertsen bevatten.",[],False
"De geschiedenis wordt alzoo ook niet een zamengevoegd uittreksel uit de onderscheidene bijzondere geschiedenissen; de opeengehoopte bijzonderheden mogen de gestadige oplettendheid op het geheel niet verhinderen; de geschiedenis, als één geheel beschouwd, moet éénheid hebben van voorwerp, doel en voorstelling.",[],False
"Zoo zegt men ook: ik verzeker het u, en: ik verzeker u daarvan.",[],False
van den Mensch.,[],False
"DIt zel ik leveren, al zou het mijn berouwen.",[],False
"Wanneer ik te huis kwam uit de speelschool sprong ik op haren schoot, en als het sneeuwde of vroos trok zij mijne klompjes uit om mijne voetjes te warmen.",[],False
"Heeft de mensch aan de kennis der waarheid en aan de wetenschappen, die van eene dadelijke toepassing op zijne stoffelijke welvaart zijn, niet genoeg?",[],False
"Aan de zelve, In staat als vooren; en daar over klagende.",[],False
"Waer op de Philosooph Diogenes eens gaende van Lacedaemonien na Athenen, seyde, dat hy quam van de mans, en gingh na de vrouwen.",[],False
"Mijn vader zag hem gaarne, leo had veel met hem op.",[],False
Van Sapgroen.,[],False
Aan dezelfde hoogescholen telt men thans slechts 223 studenten in de godgeleerdheid.,[],False
"‘Jufvrouw Zevenster,’ zeide hij, ‘heeft steeds eene uitmuntende gezondheid genoten, maar sedert eenigen tijd heeft zij zoo veel geleden, dat een reuzengestel er onder zou bezwijken.",[],False
