sep=|
ti_id|titel|vols|jaar|druk|ppn_o|bibliotheek|categorie|_jaar|pers_id|voornaam|voorvoegsel|achternaam|jaar_geboren|jaar_overlijden|geb_datum|overl_datum|geb_plaats|overl_plaats|geb_plaats_code|geb_land_code|overl_plaats_code|overl_land_code|vrouw|url|text_url|maand|genre|
"aa__001biog14"|"Biographisch woordenboek der Nederlanden. Deel 12. Eerste stuk"||"1869"|"1ste druk"||"leide001dbnl01"|"1"|"1869"|"aa__001"|"A.J."|"van der"|"Aa"|"1792"|"1857"|"7 december"|"21 maart"|"Amsterdam"|"Gorinchem"|"amste001"||"gorin001"||"0"|"https://dbnl.org/tekst/aa__001biog14_01"|"https://dbnl.org/nieuws/text.php?id=aa__001biog14"|"2009_11   "|"non-fictie"|
"aa__001biog15"|"Biographisch woordenboek der Nederlanden. Deel 12. Tweede stuk"||"1869"|"1ste druk"||"leide001dbnl01"|"1"|"1869"|"aa__001"|"A.J."|"van der"|"Aa"|"1792"|"1857"|"7 december"|"21 maart"|"Amsterdam"|"Gorinchem"|"amste001"||"gorin001"||"0"|"https://dbnl.org/tekst/aa__001biog15_01"|"https://dbnl.org/nieuws/text.php?id=aa__001biog15"|"2009_11   "|"non-fictie"|
"aa__001biog16"|"Biographisch woordenboek der Nederlanden. Deel 13"||"1868"|"1ste druk"||"leide001dbnl01"|"1"|"1868"|"aa__001"|"A.J."|"van der"|"Aa"|"1792"|"1857"|"7 december"|"21 maart"|"Amsterdam"|"Gorinchem"|"amste001"||"gorin001"||"0"|"https://dbnl.org/tekst/aa__001biog16_01"|"https://dbnl.org/nieuws/text.php?id=aa__001biog16"|"2009_11   "|"non-fictie"|
"aa__001biog17"|"Biographisch woordenboek der Nederlanden. Deel 14"||"1867"|"1ste druk"||"leide001dbnl01"|"1"|"1867"|"aa__001"|"A.J."|"van der"|"Aa"|"1792"|"1857"|"7 december"|"21 maart"|"Amsterdam"|"Gorinchem"|"amste001"||"gorin001"||"0"|"https://dbnl.org/tekst/aa__001biog17_01"|"https://dbnl.org/nieuws/text.php?id=aa__001biog17"|"2009_11   "|"non-fictie"|
"aa__001biog18"|"Biographisch woordenboek der Nederlanden. Deel 15"||"1872"|"1ste druk"||"leide001dbnl01"|"1"|"1872"|"aa__001"|"A.J."|"van der"|"Aa"|"1792"|"1857"|"7 december"|"21 maart"|"Amsterdam"|"Gorinchem"|"amste001"||"gorin001"||"0"|"https://dbnl.org/tekst/aa__001biog18_01"|"https://dbnl.org/nieuws/text.php?id=aa__001biog18"|"2009_11   "|"non-fictie"|
"aa__001biog19"|"Biographisch woordenboek der Nederlanden. Deel 16"||"1874"|"1ste druk"||"leide001dbnl01"|"1"|"1874"|"aa__001"|"A.J."|"van der"|"Aa"|"1792"|"1857"|"7 december"|"21 maart"|"Amsterdam"|"Gorinchem"|"amste001"||"gorin001"||"0"|"https://dbnl.org/tekst/aa__001biog19_01"|"https://dbnl.org/nieuws/text.php?id=aa__001biog19"|"2009_11   "|"non-fictie"|
"aa__001biog20"|"Biographisch woordenboek der Nederlanden. Deel 17. Eerste stuk"||"1874"|"1ste druk"||"leide001dbnl01"|"1"|"1874"|"aa__001"|"A.J."|"van der"|"Aa"|"1792"|"1857"|"7 december"|"21 maart"|"Amsterdam"|"Gorinchem"|"amste001"||"gorin001"||"0"|"https://dbnl.org/tekst/aa__001biog20_01"|"https://dbnl.org/nieuws/text.php?id=aa__001biog20"|"2009_11   "|"non-fictie"|
"aa__001biog21"|"Biographisch woordenboek der Nederlanden. Deel 17. Tweede stuk"||"1874"|"1ste druk"||"leide001dbnl01"|"1"|"1874"|"aa__001"|"A.J."|"van der"|"Aa"|"1792"|"1857"|"7 december"|"21 maart"|"Amsterdam"|"Gorinchem"|"amste001"||"gorin001"||"0"|"https://dbnl.org/tekst/aa__001biog21_01"|"https://dbnl.org/nieuws/text.php?id=aa__001biog21"|"2009_11   "|"non-fictie"|
"aa__001biog22"|"Biographisch woordenboek der Nederlanden. Deel 18"||"1874"|"1ste druk"||"leide001dbnl01"|"1"|"1874"|"aa__001"|"A.J."|"van der"|"Aa"|"1792"|"1857"|"7 december"|"21 maart"|"Amsterdam"|"Gorinchem"|"amste001"||"gorin001"||"0"|"https://dbnl.org/tekst/aa__001biog22_01"|"https://dbnl.org/nieuws/text.php?id=aa__001biog22"|"2009_11   "|"non-fictie"|
"aa__001biog23"|"Biographisch woordenboek der Nederlanden. Deel 19"||"1876"|"1ste druk"||"leide001dbnl01"|"1"|"1876"|"aa__001"|"A.J."|"van der"|"Aa"|"1792"|"1857"|"7 december"|"21 maart"|"Amsterdam"|"Gorinchem"|"amste001"||"gorin001"||"0"|"https://dbnl.org/tekst/aa__001biog23_01"|"https://dbnl.org/nieuws/text.php?id=aa__001biog23"|"2009_11   "|"non-fictie"|
"aa__001biog24"|"Biographisch woordenboek der Nederlanden. Deel 20"||"1877"|"1ste druk"||"leide001dbnl01"|"1"|"1877"|"aa__001"|"A.J."|"van der"|"Aa"|"1792"|"1857"|"7 december"|"21 maart"|"Amsterdam"|"Gorinchem"|"amste001"||"gorin001"||"0"|"https://dbnl.org/tekst/aa__001biog24_01"|"https://dbnl.org/nieuws/text.php?id=aa__001biog24"|"2009_11   "|"non-fictie"|
"aa__001biog25"|"Biographisch woordenboek der Nederlanden. Bijvoegsel"||"1878"|"1ste druk"||"Biografie Instituut van de Rijksuniversiteit Groningen"|"1"|"1878"|"aa__001"|"A.J."|"van der"|"Aa"|"1792"|"1857"|"7 december"|"21 maart"|"Amsterdam"|"Gorinchem"|"amste001"||"gorin001"||"0"|"https://dbnl.org/tekst/aa__001biog25_01"|"https://dbnl.org/nieuws/text.php?id=aa__001biog25"|"2009_11   "|"non-fictie"|
"aa__001biog26"|"Biographisch woordenboek der Nederlanden. Deel 21"||"1878"|"1ste druk"||"leide001dbnl01"|"1"|"1878"|"aa__001"|"A.J."|"van der"|"Aa"|"1792"|"1857"|"7 december"|"21 maart"|"Amsterdam"|"Gorinchem"|"amste001"||"gorin001"||"0"|"https://dbnl.org/tekst/aa__001biog26_01"|"https://dbnl.org/nieuws/text.php?id=aa__001biog26"|"2009_11   "|"non-fictie"|
"aa__001chin01"|"China en zijne bewoners"||"ca. 1850-1860"|"1ste druk"|"393173720"|"haarl001stad01"|"1"|"1850"|"aa__001"|"A.J."|"van der"|"Aa"|"1792"|"1857"|"7 december"|"21 maart"|"Amsterdam"|"Gorinchem"|"amste001"||"gorin001"||"0"|"https://dbnl.org/tekst/aa__001chin01_01"|||"jeugdliteratuur"|
"aa__001hand01"|"Handbuch der holländischen Umgangssprache"||"1840"|"1ste druk"||"oxfor001bodl01"|"1"|"1840"|"aa__001"|"A.J."|"van der"|"Aa"|"1792"|"1857"|"7 december"|"21 maart"|"Amsterdam"|"Gorinchem"|"amste001"||"gorin001"||"0"|"https://dbnl.org/tekst/aa__001hand01_01"|"https://dbnl.org/nieuws/text.php?id=aa__001hand01"|"2021_03   "|"non-fictie"|
"aa__001lotg01"|"Lotgevallen van Willem Heenvliet, vooral ook op Borneo en Bali"||"1851"|"1ste druk"|"393178099"|"haarl001stad01"|"1"|"1851"|"aa__001"|"A.J."|"van der"|"Aa"|"1792"|"1857"|"7 december"|"21 maart"|"Amsterdam"|"Gorinchem"|"amste001"||"gorin001"||"0"|"https://dbnl.org/tekst/aa__001lotg01_01"|||"jeugdliteratuur"|
"aa__001nieu00"|"Nieuw biographisch, anthologisch en critisch woordenboek van Nederlandsche dichters (3 delen)"||"1844-1846"|"1ste druk"|"394978803"||"1"|"1844"|"aa__001"|"A.J."|"van der"|"Aa"|"1792"|"1857"|"7 december"|"21 maart"|"Amsterdam"|"Gorinchem"|"amste001"||"gorin001"||"0"|"https://dbnl.org/tekst/aa__001nieu00_01"|||"sec - letterkunde"|
"aa__001nieu01"|"Nieuw biographisch, anthologisch en critisch woordenboek van Nederlandsche dichters. Deel 1"||"1844"|"1ste druk"|"394978803"|"leide001univ01"|"1"|"1844"|"aa__001"|"A.J."|"van der"|"Aa"|"1792"|"1857"|"7 december"|"21 maart"|"Amsterdam"|"Gorinchem"|"amste001"||"gorin001"||"0"|"https://dbnl.org/tekst/aa__001nieu01_01"|"https://dbnl.org/nieuws/text.php?id=aa__001nieu01"|"2003_09   "|"sec - letterkunde"|
"aa__001nieu02"|"Nieuw biographisch, anthologisch en critisch woordenboek van Nederlandsche dichters. Deel 2"||"1845"|"1ste druk"|"394978803"|"leide001univ01"|"1"|"1845"|"aa__001"|"A.J."|"van der"|"Aa"|"1792"|"1857"|"7 december"|"21 maart"|"Amsterdam"|"Gorinchem"|"amste001"||"gorin001"||"0"|"https://dbnl.org/tekst/aa__001nieu02_01"|"https://dbnl.org/nieuws/text.php?id=aa__001nieu02"|"2003_09   "|"sec - letterkunde"|
"aa__001nieu03"|"Nieuw biographisch, anthologisch en critisch woordenboek van Nederlandsche dichters. Deel 3"||"1846"|"1ste druk"|"394978803"|"leide001univ01"|"1"|"1846"|"aa__001"|"A.J."|"van der"|"Aa"|"1792"|"1857"|"7 december"|"21 maart"|"Amsterdam"|"Gorinchem"|"amste001"||"gorin001"||"0"|"https://dbnl.org/tekst/aa__001nieu03_01"|"https://dbnl.org/nieuws/text.php?id=aa__001nieu03"|"2003_09   "|"sec - letterkunde"|
"aa__001nieu04"|"Nieuw biografiesch, anthologiesch en kritisch woordenboek van Nederlandsche dichters. (3 delen)"||"1864"|"nieuwe uitgave"|"394982215"|"leide001dbnl01"|"3"|"1864"|"aa__001"|"A.J."|"van der"|"Aa"|"1792"|"1857"|"7 december"|"21 maart"|"Amsterdam"|"Gorinchem"|"amste001"||"gorin001"||"0"|"https://dbnl.org/tekst/aa__001nieu04_01"|||"non-fictie"|
"abbi002lett01"|"Letterkundig leven van Marcus Tullius Cicero, in zijne kindschheid en eerste jongelingsjaren"||"1866"|"1ste druk"|"393540324"|"leide001dbnl01"|"1"|"1866"|"abbi002"|"Cornelis Allard"||"Abbing"|"1800"|"1872"|"11 oktober"|"26 juni"|"Hoevelaken"|"Heeze"|"hoeve001"||"heeze001"||"0"|"https://dbnl.org/tekst/abbi002lett01_01"|||"non-fictie"|
"abbr001weem01"|"Weemoedstoonen uit de geschiedenis van mijn leven of mijne reis naar Curaçao en vlugtige beschouwingen van dat eiland gedurende mijn tienjarig verblijf op hetzelve"||"1834"|"1ste druk"||"denha004koni01"|"1"|"1834"|"abbr001"|"Hermanus Johannes"||"Abbring"|"1787"|"1874"|"28 december"|"14 april"|"Groningen"|"Amsterdam"|"groni001"||"amste001"||"0"|"https://dbnl.org/tekst/abbr001weem01_01"|"https://dbnl.org/nieuws/text.php?id=abbr001weem01"|"2022_11   "|"proza"|
"abee001dorp01"|"De dorpsbeschaver"||"1874"|"1ste druk"||"antwe001erfg01"|"1"|"1874"|"abee001"|"Albijn"|"van den"|"Abeele"|"1835"|"1918"|"27 augustus"|"22 december"|"Sint-Martens-Latem"||"sintm008"||||"0"|"https://dbnl.org/tekst/abee001dorp01_01"|"https://dbnl.org/nieuws/text.php?id=abee001dorp01"|"2022_03   "|"proza"|
"abko002naam01"|"Naam register of verzaameling van Nederduytsche boeken, die zedert de jaaren 1640. tot 1741. zyn uytgekomen"||"1743"|"1ste druk"|"41314139X"|"leide001univ01"|"1"|"1743"|"abko002"|"J."|"van"|"Abkoude"|"1703"|"1761"|||||||||"0"|"https://dbnl.org/tekst/abko002naam01_01"|"https://dbnl.org/nieuws/text.php?id=abko002naam01"|"2017_09   "|"non-fictie"|
"abko002naam02"|"Naamregister van de bekendste en meest in gebruik zynde Nederduitsche boeken, welke sedert het jaar 1600 tot het jaar 1761 zyn uitgekomen"||"1773"|"vermeerderde druk"|||"3"|"1773"|"abko002"|"J."|"van"|"Abkoude"|"1703"|"1761"|||||||||"0"|"https://dbnl.org/tekst/abko002naam02_01"|||"non-fictie"|
"abko002naam02"|"Naamregister van de bekendste en meest in gebruik zynde Nederduitsche boeken, welke sedert het jaar 1600 tot het jaar 1761 zyn uitgekomen"||"1773"|"vermeerderde druk"|||"3"|"1773"|"arre001"|"Reinier"||"Arrenberg"|"1733"|"1812"||"21 juli"|"Rotterdam"|"Rotterdam"|"rotte002"||"rotte002"||"0"|"https://dbnl.org/tekst/abko002naam02_01"|||"non-fictie"|
"abla001flat01"|"Flaters in en over boeken"||"1874"|"1ste druk"|"394962346"|"leide001dbnl01"|"1"|"1874"|"abla001"|"R.C."|"d'"|"Ablaing van Giessenburg"|"1826"|"1904"|"26 april"|"13 maart"|"Amsterdam"|"Amsterdam"|"amste001"||"amste001"||"0"|"https://dbnl.org/tekst/abla001flat01_01"|||"sec - letterkunde"|
"abla001lett01"|"Letterkundige kunststukjes"||"1874"|"1ste druk"|"394960211"|"leide001dbnl01"|"1"|"1874"|"abla001"|"R.C."|"d'"|"Ablaing van Giessenburg"|"1826"|"1904"|"26 april"|"13 maart"|"Amsterdam"|"Amsterdam"|"amste001"||"amste001"||"0"|"https://dbnl.org/tekst/abla001lett01_01"|||"proza"|
"abt_001zang08"|"De zangvogeltjes. Deel 8"||"midden 19de eeuw"|"1ste druk"||"amste001meer01"|"1"|"1800"|"abt_001"|"Franz"||"Abt"|"1819"|"1865"|||||||||"0"|"https://dbnl.org/tekst/abt_001zang08_01"|||"poëzie"|
"acke012eleg01"|"Elegia ad eruditum et reverendum juvenem theologum, Petrum Marinum van Baak"||"1796"|"1ste druk"|"393474380"|"denha004koni01"|"1"|"1796"|"acke012"|"Vopiscus Horatius"||"Acker"|"1751"|"1831"|"21 mei"|"februari"|"Leeuwarden"|"Oldebroek"|"leeuw001"||"oldeb003"||"0"|"https://dbnl.org/tekst/acke012eleg01_01"|"https://dbnl.org/nieuws/text.php?id=acke012eleg01"||"poëzie"|
"acqu002gedi01"|"Gedichtjes voor kinderen (onder pseudoniem Gerhard)"||"1854"|"?"|"394964233"|"haarl001stad01"|"1"|"1854"|"acqu002"|"J.G.R."||"Acquoy"|"1829"|"1896"|"3 januari"|"15 december"|"Amsterdam"|"Leiden"|"amste001"||"leide001"||"0"|"https://dbnl.org/tekst/acqu002gedi01_01"|||"jeugdliteratuur"|
"adam003nieu01"|"Nieuwe Nederlandsche vertellingen in proza en poëzij"||"1851"|"1ste druk"|"393182207"|"rotte002geme01"|"1"|"1851"|"adam003"|"C.S."||"Adama van Scheltema"|"1877"|"1924"|"26 februari"|"6 mei"|"Amsterdam"|"Bergen"|"amste001"||"berge001"||"0"|"https://dbnl.org/tekst/adam003nieu01_01"|||"jeugdliteratuur"|
"adam003nieu02"|"Nieuwe Nederlandsche vertellingen in proza en poëzij"||"1851"|"1ste druk"|"393182215"|"rotte002geme01"|"1"|"1851"|"adam003"|"C.S."||"Adama van Scheltema"|"1877"|"1924"|"26 februari"|"6 mei"|"Amsterdam"|"Bergen"|"amste001"||"berge001"||"0"|"https://dbnl.org/tekst/adam003nieu02_01"|||"jeugdliteratuur"|
"adam004nieu01"|"Nieuwe Nederlandsche vertellingen in proza en poëzij"||"1857"||"393176428"|"haarl001stad01"|"1"|"1857"|"adam004"|"C.S."||"Adama van Scheltema sr."|"1815"|"1897"|"25 januari"|"12 augustus"|"Den Haag"|"Arnhem"|"denha004"||"arnhe001"||"0"|"https://dbnl.org/tekst/adam004nieu01_01"|||"jeugdliteratuur"|
"admi001oudh01"|"Oudheden"||"1878"|"1ste druk"|"393528286"|"leide001dbnl01"|"1"|"1878"|"admi001"|"Aart"||"Admiraal"|"1833"|"1878"|"13 oktober"|"12 november"|"Goedereede"|"Schoonhoven"|"goede001"||"schoo010"||"0"|"https://dbnl.org/tekst/admi001oudh01_01"|||"proza"|
"adri008meij01"|"De Meij"||"ca. 1599"|"1ste druk"|||"1"|"1599"|"adri008"|"Heijnz."||"Adriaenz."|"?"|"?(16de eeuw)"|||||||||"0"|"https://dbnl.org/tekst/adri008meij01_01"|||"drama"|
"adri008neer01"|"De Neering"||"ca. 1599"|"1ste druk"|||"1"|"1599"|"adri008"|"Heijnz."||"Adriaenz."|"?"|"?(16de eeuw)"|||||||||"0"|"https://dbnl.org/tekst/adri008neer01_01"|||"drama"|
"aelb003mach01"|"De Machabeen"||"1590"|"handschrift"|||"1"|"1590"|"aelb003"|"Pieter"||"Aelbertsz."|"?(16de eeuw)"|"?"|||||||||"0"|"https://dbnl.org/tekst/aelb003mach01_01"|||"drama"|
"aelb003prop01"|"Die propheet Jonas"||"16de eeuw"|"handschrift"|||"1"|"1500"|"aelb003"|"Pieter"||"Aelbertsz."|"?(16de eeuw)"|"?"|||||||||"0"|"https://dbnl.org/tekst/aelb003prop01_01"|||"drama"|
"aelb003somm01"|"Sommich Mensch en het huijs van Nering"||"16de eeuw"|"handschrift"|||"1"|"1500"|"aelb003"|"Pieter"||"Aelbertsz."|"?(16de eeuw)"|"?"|||||||||"0"|"https://dbnl.org/tekst/aelb003somm01_01"|||"drama"|
"agri005grun01"|"Gründtlicher Bericht, ob Zauberey die argste vnd grewlichste sünd auff Erden sey"||"1597"|"1ste druk"|"400648482"|"halle005univ01"|"1"|"1597"|"agri005"|"Franciscus"||"Agricola"|"?(16de eeuw)"|"1621"||"4 december"|"Lohn"|"Sittard"||"duits01"|"sitta001"||"0"|"https://dbnl.org/tekst/agri005grun01_01"|"https://dbnl.org/nieuws/text.php?id=agri005grun01"|"2014_11   "|"non-fictie"|
"agro001nieu01"|"Nieuw handwoordenboek der Nederduitsche en Fransche talen. Tweede deel. A-O"||"1811"|"1ste druk"|"394984390"|"leide001dbnl01"|"1"|"1811"|"agro001"|"Pierre"||"Agron"|"1767"|"?"|"15 februari (gedoopt)"||||||||"0"|"https://dbnl.org/tekst/agro001nieu01_01"|||"sec - taalkunde"|
"agro001nieu01"|"Nieuw handwoordenboek der Nederduitsche en Fransche talen. Tweede deel. A-O"||"1811"|"1ste druk"|"394984390"|"leide001dbnl01"|"1"|"1811"|"land017"|"George Nicolas"||"Landré"|"1762"|"1824"|"15 januari"|"18 november"|"Kassel"|"Amsterdam"|"kasse001"||"amste001"||"0"|"https://dbnl.org/tekst/agro001nieu01_01"|||"sec - taalkunde"|
"agro001nieu02"|"Nieuw handwoordenboek der Nederduitsche en Fransche talen. Derde deel P=Z"||"1811"|"1ste druk"|"394984390"|"leide001dbnl01"|"1"|"1811"|"agro001"|"Pierre"||"Agron"|"1767"|"?"|"15 februari (gedoopt)"||||||||"0"|"https://dbnl.org/tekst/agro001nieu02_01"|||"sec - taalkunde"|
"agro001nieu02"|"Nieuw handwoordenboek der Nederduitsche en Fransche talen. Derde deel P=Z"||"1811"|"1ste druk"|"394984390"|"leide001dbnl01"|"1"|"1811"|"land017"|"George Nicolas"||"Landré"|"1762"|"1824"|"15 januari"|"18 november"|"Kassel"|"Amsterdam"|"kasse001"||"amste001"||"0"|"https://dbnl.org/tekst/agro001nieu02_01"|||"sec - taalkunde"|
"aima001aima01"|"Aimard's Indiaansche verhalen"||"1882-ca. 1884"|"1ste druk"|||"1"|"1882"|"aima001"|"Gustave"||"Aimard"|"1818"|"1883"|"13 september"|"20 juni"|"Parijs"|"Parijs"||"frank01"||"frank01"|"0"|"https://dbnl.org/tekst/aima001aima01_01"|||"jeugdliteratuur"|
"aima001boek01"|"De boekaniers"||"1867"|"1ste druk"|"397069960"|"leide001dbnl01"|"1"|"1867"|"aima001"|"Gustave"||"Aimard"|"1818"|"1883"|"13 september"|"20 juni"|"Parijs"|"Parijs"||"frank01"||"frank01"|"0"|"https://dbnl.org/tekst/aima001boek01_01"|||"proza"|
"aima001oppe02"|"Het opperhoofd der Aucas (2 delen)"||"?"|"1ste druk"||"0             "|"1"|"0"|"aima001"|"Gustave"||"Aimard"|"1818"|"1883"|"13 september"|"20 juni"|"Parijs"|"Parijs"||"frank01"||"frank01"|"0"|"https://dbnl.org/tekst/aima001oppe02_01"|||"jeugdliteratuur"|
"aken002dier01"|"Die Rose"||"ca. 1280"|"handschrift"|"394977718"||"1"|"1280"|"aken002"|"Hein"|"van"|"Aken"|"ca. 1250"|"voor 1330"|||"Brussel"||"bruss002"||||"0"|"https://dbnl.org/tekst/aken002dier01_01"|||"poëzie"|
"aken002lphc01"|"Roman van Heinric en Margriete van Limborch"||"ca. 1318"|"handschrift"|||"1"|"1318"|"aken002"|"Hein"|"van"|"Aken"|"ca. 1250"|"voor 1330"|||"Brussel"||"bruss002"||||"0"|"https://dbnl.org/tekst/aken002lphc01_01"|||"poëzie"|
"aken002lphc01"|"Roman van Heinric en Margriete van Limborch"||"ca. 1318"|"handschrift"|||"1"|"1318"|"_lim001"|"anoniem"||"Limborch, Roman van Heinric en Margriete van"|||||||||||"0"|"https://dbnl.org/tekst/aken002lphc01_01"|||"poëzie"|
